Index,Image_link,Filename,Height & Weight,height_cm,weight_kg
0,https://height-weight-chart.com/410-090.html,410-090_Del_L1.jpg," 4' 10"" 100 lbs.",147.32,45.3592
1,https://height-weight-chart.com/410-100.html,410-100_Cece_L1.jpg," 4' 10"" 110 lbs.",147.32,49.89512
2,https://height-weight-chart.com/410-110.html,410-110_Kaye_L1.jpg," 4' 10"" 120 lbs.",147.32,54.43104
3,https://height-weight-chart.com/410-120.html,410-120_Firie_L1.jpg," 4' 10"" 160 lbs.",147.32,72.57472
4,https://height-weight-chart.com/410-160.html,410-160_Sarah_L1.jpg," 4' 10"" 170 lbs.",147.32,77.11064
5,https://height-weight-chart.com/410-170.html,410-170_Tiffany_L1.jpg," 4' 10"" 190 lbs.",147.32,86.18248
6,https://height-weight-chart.com/410-190.html,410-190_TFergusu_L1.jpg," 4' 10"" 90 lbs.",147.32,40.82328
7,https://height-weight-chart.com/411-090.html,410-90_Katherine_L1.jpg," 4' 11"" 100 lbs.",149.86,45.3592
8,https://height-weight-chart.com/411-100.html,411-100_Beth_L1.jpg," 4' 11"" 110 lbs.",149.86,49.89512
9,https://height-weight-chart.com/411-110.html,411-110_Christina_L1.jpg," 4' 11"" 120 lbs.",149.86,54.43104
10,https://height-weight-chart.com/411-120.html,411-120_saidy_L1.jpg," 4' 11"" 130 lbs.",149.86,58.96696
11,https://height-weight-chart.com/411-130.html,411-130_Joanna_L1.jpg," 4' 11"" 150 lbs.",149.86,68.0388
12,https://height-weight-chart.com/411-150.html,411-150_Elana_L1.jpg," 4' 11"" 170 lbs.",149.86,77.11064
13,https://height-weight-chart.com/411-170.html,411-170_Cristen_L1.jpg," 4' 11"" 190 lbs.",149.86,86.18248
14,https://height-weight-chart.com/411-190.html,411-190_Deb_L1.jpg," 4' 11"" 210 lbs.",149.86,95.25432
15,https://height-weight-chart.com/411-210.html,411-210_candice_L1.jpg," 4' 11"" 230 lbs.",149.86,104.32616
16,https://height-weight-chart.com/411-230.html,411-230_Shanta_L1.jpg," 4' 11"" 90 lbs.",149.86,40.82328
17,https://height-weight-chart.com/500-090.html,500-090_Amy_L1.jpg," 5' 0"" 100 lbs.",152.4,45.3592
18,https://height-weight-chart.com/500-100.html,500-100_Briana_L1.jpg," 5' 0"" 110 lbs.",152.4,49.89512
19,https://height-weight-chart.com/500-110.html,500-110_Amanda_L1.jpg," 5' 0"" 120 lbs.",152.4,54.43104
20,https://height-weight-chart.com/500-120.html,500-120_Emily_L1.jpg," 5' 0"" 130 lbs.",152.4,58.96696
21,https://height-weight-chart.com/500-130.html,500-130_Alina_L1.jpg," 5' 0"" 140 lbs.",152.4,63.50288
22,https://height-weight-chart.com/500-140.html,500-140_Alina_L1.jpg," 5' 0"" 150 lbs.",152.4,68.0388
23,https://height-weight-chart.com/500-150.html,500-150_debra_L1.jpg," 5' 0"" 160 lbs.",152.4,72.57472
24,https://height-weight-chart.com/500-160.html,500-160_Alina_L1.jpg," 5' 0"" 170 lbs.",152.4,77.11064
25,https://height-weight-chart.com/500-170.html,500-170_Maree_L1.jpg," 5' 0"" 180 lbs.",152.4,81.64656
26,https://height-weight-chart.com/500-180.html,500-180_Charlie_L1.jpg," 5' 0"" 210 lbs.",152.4,95.25432
27,https://height-weight-chart.com/500-210.html,500-210_Dora_L1.jpg," 5' 0"" 220 lbs.",152.4,99.79024
28,https://height-weight-chart.com/500-220.html,500-220_Natalie_L1.jpg," 5' 0"" 230 lbs.",152.4,104.32616
29,https://height-weight-chart.com/500-230.html,500-240_Ruth_L1.jpg," 5' 0"" 240 lbs.",152.4,108.86208
30,https://height-weight-chart.com/500-240.html,500-240_sarah_L1.jpg," 5' 0"" 90 lbs.",152.4,40.82328
31,https://height-weight-chart.com/501-090.html,501-104_evelyn_L1.jpg," 5' 1"" 100 lbs.",154.94,45.3592
32,https://height-weight-chart.com/501-100.html,501-110_Jessica_L1.jpg," 5' 1"" 110 lbs.",154.94,49.89512
33,https://height-weight-chart.com/501-110.html,501-120_Koyasha_L1.jpg," 5' 1"" 120 lbs.",154.94,54.43104
34,https://height-weight-chart.com/501-120.html,501-130_Premee_L1.jpg," 5' 1"" 130 lbs.",154.94,58.96696
35,https://height-weight-chart.com/501-130.html,501-140_Alysha_L1.jpg," 5' 1"" 140 lbs.",154.94,63.50288
36,https://height-weight-chart.com/501-140.html,501-150_Christina_L1.jpg," 5' 1"" 150 lbs.",154.94,68.0388
37,https://height-weight-chart.com/501-150.html,501-160_Melissa_L1.jpg," 5' 1"" 160 lbs.",154.94,72.57472
38,https://height-weight-chart.com/501-160.html,501-170_Vonnie_L1.jpg," 5' 1"" 170 lbs.",154.94,77.11064
39,https://height-weight-chart.com/501-170.html,501-180_Jennifer_L1.jpg," 5' 1"" 180 lbs.",154.94,81.64656
40,https://height-weight-chart.com/501-180.html,501-190_sheila_L1.jpg," 5' 1"" 190 lbs.",154.94,86.18248
41,https://height-weight-chart.com/501-190.html,501-210_Kim_L1.jpg," 5' 1"" 210 lbs.",154.94,95.25432
42,https://height-weight-chart.com/501-210.html,501-220_Jessica_L1.jpg," 5' 1"" 220 lbs.",154.94,99.79024
43,https://height-weight-chart.com/501-220.html,501-230_Laurie_L1.jpg," 5' 1"" 230 lbs.",154.94,104.32616
44,https://height-weight-chart.com/501-230.html,501-90_Mariel_L1.jpg," 5' 1"" 90 lbs.",154.94,40.82328
45,https://height-weight-chart.com/502-090.html,502-100_Elise_L1.jpg," 5' 10"" 110 lbs.",177.8,49.89512
46,https://height-weight-chart.com/502-100.html,502-110_Anna_L1.jpg," 5' 10"" 120 lbs.",177.8,54.43104
47,https://height-weight-chart.com/502-110.html,502-120_Heather_L1.jpg," 5' 10"" 130 lbs.",177.8,58.96696
48,https://height-weight-chart.com/502-120.html,502-130_elisabeth_L1.jpg," 5' 10"" 140 lbs.",177.8,63.50288
49,https://height-weight-chart.com/502-130.html,502-140_Jessica_L1.jpg," 5' 10"" 150 lbs.",177.8,68.0388
50,https://height-weight-chart.com/502-140.html,502-150_Indiana_L1.jpg," 5' 10"" 160 lbs.",177.8,72.57472
51,https://height-weight-chart.com/502-150.html,502-160_Kirin_L1.jpg," 5' 10"" 170 lbs.",177.8,77.11064
52,https://height-weight-chart.com/502-160.html,502-170_Dak_L1.jpg," 5' 10"" 180 lbs.",177.8,81.64656
53,https://height-weight-chart.com/502-170.html,502-180_Eryn_L1.jpg," 5' 10"" 190 lbs.",177.8,86.18248
54,https://height-weight-chart.com/502-180.html,502-180_agnes_L1.jpg," 5' 10"" 200 lbs.",177.8,90.7184
55,https://height-weight-chart.com/502-190.html,502-190_Kate_L1.jpg," 5' 10"" 210 lbs.",177.8,95.25432
56,https://height-weight-chart.com/502-200.html,502-200_Kelly_L1.jpg," 5' 10"" 220 lbs.",177.8,99.79024
57,https://height-weight-chart.com/502-210.html,502-210_Bleu_L1.jpg," 5' 10"" 230 lbs.",177.8,104.32616
58,https://height-weight-chart.com/502-220.html,502-220_Noel_L1.jpg," 5' 10"" 240 lbs.",177.8,108.86208
59,https://height-weight-chart.com/502-230.html,502-230_Penny_L1.jpg," 5' 10"" 250 lbs.",177.8,113.398
60,https://height-weight-chart.com/502-250.html,502-250_Jean_L1.jpg," 5' 10"" 260 lbs.",177.8,117.93392
61,https://height-weight-chart.com/502-290.html,502-290_Jamie_L1.jpg," 5' 10"" 270 lbs.",177.8,122.46984
62,https://height-weight-chart.com/502-330.html,502-330_Zena_L1.jpg," 5' 10"" 290 lbs.",177.8,131.54168
63,https://height-weight-chart.com/503-090.html,502-90_Lindsey_L1.jpg," 5' 11"" 110 lbs.",180.34,49.89512
64,https://height-weight-chart.com/503-100.html,503-090_Caitlin_L1.jpg," 5' 11"" 120 lbs.",180.34,54.43104
65,https://height-weight-chart.com/503-110.html,503-100_Emily_L1.jpg," 5' 11"" 130 lbs.",180.34,58.96696
66,https://height-weight-chart.com/503-120.html,503-110_laci_L1.jpg," 5' 11"" 140 lbs.",180.34,63.50288
67,https://height-weight-chart.com/503-130.html,503-120_Trillian_L1.jpg," 5' 11"" 150 lbs.",180.34,68.0388
68,https://height-weight-chart.com/503-140.html,503-130_Katie_L1.jpg," 5' 11"" 160 lbs.",180.34,72.57472
69,https://height-weight-chart.com/503-150.html,503-140_Thomas_L1.jpg," 5' 11"" 170 lbs.",180.34,77.11064
70,https://height-weight-chart.com/503-160.html,503-150_melissa_L1.jpg," 5' 11"" 180 lbs.",180.34,81.64656
71,https://height-weight-chart.com/503-170.html,503-160_cheryl_L1.jpg," 5' 11"" 190 lbs.",180.34,86.18248
72,https://height-weight-chart.com/503-180.html,503-170_Holly_L1.jpg," 5' 11"" 200 lbs.",180.34,90.7184
73,https://height-weight-chart.com/503-190.html,503-190_Miriam_L1.jpg," 5' 11"" 210 lbs.",180.34,95.25432
74,https://height-weight-chart.com/503-200.html,503-200_Ashley_L1.jpg," 5' 11"" 220 lbs.",180.34,99.79024
75,https://height-weight-chart.com/503-210.html,503-210_Brandiy_L1.jpg," 5' 11"" 230 lbs.",180.34,104.32616
76,https://height-weight-chart.com/503-220.html,503-220_Tricia_L1.jpg," 5' 11"" 240 lbs.",180.34,108.86208
77,https://height-weight-chart.com/503-230.html,503-230_Eavonka_L1.jpg," 5' 11"" 250 lbs.",180.34,113.398
78,https://height-weight-chart.com/503-240.html,503-240_Jennifer_L1.jpg," 5' 11"" 260 lbs.",180.34,117.93392
79,https://height-weight-chart.com/503-250.html,503-250_Lyons_L1.jpg," 5' 11"" 270 lbs.",180.34,122.46984
80,https://height-weight-chart.com/503-270.html,503-270_Natasha_L1.jpg," 5' 11"" 280 lbs.",180.34,127.00576
81,https://height-weight-chart.com/503-300.html,503-300_Jean_L1.jpg," 5' 11"" 290 lbs.",180.34,131.54168
82,https://height-weight-chart.com/503-370.html,503-370_Lynn_L1.jpg," 5' 11"" 300 lbs.",180.34,136.0776
83,https://height-weight-chart.com/504-090.html,504-090_Gloria_L1.jpg," 5' 11"" 310 lbs.",180.34,140.61352
84,https://height-weight-chart.com/504-100.html,504-100_Marissa_L1.jpg," 5' 11"" 360 lbs.",180.34,163.29312
85,https://height-weight-chart.com/504-110.html,504-110_Niccy_L1.jpg," 5' 11"" 370 lbs.",180.34,167.82904
86,https://height-weight-chart.com/504-120.html,504-120_Mindy_L1.jpg," 5' 2"" 100 lbs.",157.48,45.3592
87,https://height-weight-chart.com/504-130.html,504-130_Aimee_L1.jpg," 5' 2"" 110 lbs.",157.48,49.89512
88,https://height-weight-chart.com/504-140.html,504-135_Peggy_L1.jpg," 5' 2"" 120 lbs.",157.48,54.43104
89,https://height-weight-chart.com/504-150.html,504-150_Bethan_L1.jpg," 5' 2"" 130 lbs.",157.48,58.96696
90,https://height-weight-chart.com/504-160.html,504-160_Emily_L1.jpg," 5' 2"" 140 lbs.",157.48,63.50288
91,https://height-weight-chart.com/504-170.html,504-170_Erica_L1.jpg," 5' 2"" 150 lbs.",157.48,68.0388
92,https://height-weight-chart.com/504-180.html,504-180_Nela_L1.jpg," 5' 2"" 160 lbs.",157.48,72.57472
93,https://height-weight-chart.com/504-190.html,504-185_rachel_L1.jpg," 5' 2"" 170 lbs.",157.48,77.11064
94,https://height-weight-chart.com/504-200.html,504-200_Diedre_L1.jpg," 5' 2"" 180 lbs.",157.48,81.64656
95,https://height-weight-chart.com/504-210.html,504-210_Erin_L1.jpg," 5' 2"" 190 lbs.",157.48,86.18248
96,https://height-weight-chart.com/504-230.html,504-230_Mary_L1.jpg," 5' 2"" 200 lbs.",157.48,90.7184
97,https://height-weight-chart.com/504-240.html,504-240_Deneen_L2.jpg," 5' 2"" 210 lbs.",157.48,95.25432
98,https://height-weight-chart.com/504-250.html,504-250_Beth_L1.jpg," 5' 2"" 220 lbs.",157.48,99.79024
99,https://height-weight-chart.com/504-260.html,504-260_Michelle_L1.jpg," 5' 2"" 230 lbs.",157.48,104.32616
100,https://height-weight-chart.com/504-320.html,504-320_Beth_L1.jpg," 5' 2"" 250 lbs.",157.48,113.398
101,https://height-weight-chart.com/505-090.html,505-090_samantha_L1.jpg," 5' 2"" 290 lbs.",157.48,131.54168
102,https://height-weight-chart.com/505-100.html,505-100_Kati_L1.jpg," 5' 2"" 330 lbs.",157.48,149.68536
103,https://height-weight-chart.com/505-110.html,505-110_Marnie_L1.jpg," 5' 2"" 90 lbs.",157.48,40.82328
104,https://height-weight-chart.com/505-120.html,505-120_Christina_L1.jpg," 5' 3"" 100 lbs.",160.02,45.3592
105,https://height-weight-chart.com/505-130.html,505-130_Susan_l.jpg," 5' 3"" 110 lbs.",160.02,49.89512
106,https://height-weight-chart.com/505-140.html,505-140_Julie_L1.jpg," 5' 3"" 120 lbs.",160.02,54.43104
107,https://height-weight-chart.com/505-150.html,505-150_mrssejn_L1.jpg," 5' 3"" 130 lbs.",160.02,58.96696
108,https://height-weight-chart.com/505-160.html,505-160_Andrew_L1.jpg," 5' 3"" 140 lbs.",160.02,63.50288
109,https://height-weight-chart.com/505-170.html,505-170_Lisa_L.jpg," 5' 3"" 150 lbs.",160.02,68.0388
110,https://height-weight-chart.com/505-180.html,505-180_Melissa_L1.jpg," 5' 3"" 160 lbs.",160.02,72.57472
111,https://height-weight-chart.com/505-190.html,505-190_JenRocks_L1.jpg," 5' 3"" 170 lbs.",160.02,77.11064
112,https://height-weight-chart.com/505-200.html,505-200_Emanuelle_L1.jpg," 5' 3"" 180 lbs.",160.02,81.64656
113,https://height-weight-chart.com/505-210.html,505-210_Tania_L1.jpg," 5' 3"" 190 lbs.",160.02,86.18248
114,https://height-weight-chart.com/505-220.html,505-220_Ciara_L1.jpg," 5' 3"" 200 lbs.",160.02,90.7184
115,https://height-weight-chart.com/505-230.html,505-230_melanie_L1.jpg," 5' 3"" 210 lbs.",160.02,95.25432
116,https://height-weight-chart.com/505-240.html,505-240_Stef_L1.jpg," 5' 3"" 220 lbs.",160.02,99.79024
117,https://height-weight-chart.com/505-250.html,505-250_Angela_L1.jpg," 5' 3"" 230 lbs.",160.02,104.32616
118,https://height-weight-chart.com/505-260.html,505-260_sue_L1.jpg," 5' 3"" 240 lbs.",160.02,108.86208
119,https://height-weight-chart.com/505-270.html,505-270_Veronique_L1.jpg," 5' 3"" 250 lbs.",160.02,113.398
120,https://height-weight-chart.com/505-300.html,505-300_Catherine_L1.jpg," 5' 3"" 270 lbs.",160.02,122.46984
121,https://height-weight-chart.com/506-090.html,506-090_eve_L1.jpg," 5' 3"" 300 lbs.",160.02,136.0776
122,https://height-weight-chart.com/506-100.html,506-100_Jill_L1.jpg," 5' 3"" 370 lbs.",160.02,167.82904
123,https://height-weight-chart.com/506-110.html,506-110_Margaret_L1.jpg," 5' 3"" 90 lbs.",160.02,40.82328
124,https://height-weight-chart.com/506-120.html,506-120_CLB_L1.jpg," 5' 4"" 100 lbs.",162.56,45.3592
125,https://height-weight-chart.com/506-130.html,506-130_Furry_L1.jpg," 5' 4"" 110 lbs.",162.56,49.89512
126,https://height-weight-chart.com/506-140.html,506-140_Tara_L1.jpg," 5' 4"" 120 lbs.",162.56,54.43104
127,https://height-weight-chart.com/506-150.html,506-150_Anthony_L1.jpg," 5' 4"" 130 lbs.",162.56,58.96696
128,https://height-weight-chart.com/506-160.html,506-160_Caralyn_L1.jpg," 5' 4"" 140 lbs.",162.56,63.50288
129,https://height-weight-chart.com/506-170.html,506-170_Sean_L1.jpg," 5' 4"" 150 lbs.",162.56,68.0388
130,https://height-weight-chart.com/506-180.html,506-180_Leah_L2.jpg," 5' 4"" 160 lbs.",162.56,72.57472
131,https://height-weight-chart.com/506-190.html,506-190_Mike_L1.jpg," 5' 4"" 170 lbs.",162.56,77.11064
132,https://height-weight-chart.com/506-200.html,506-200_kate_L1.jpg," 5' 4"" 180 lbs.",162.56,81.64656
133,https://height-weight-chart.com/506-210.html,506-215_Paul_L1.jpg," 5' 4"" 190 lbs.",162.56,86.18248
134,https://height-weight-chart.com/506-220.html,506-220_Renee_L1.jpg," 5' 4"" 200 lbs.",162.56,90.7184
135,https://height-weight-chart.com/506-230.html,506-230_Krista_L1.jpg," 5' 4"" 210 lbs.",162.56,95.25432
136,https://height-weight-chart.com/506-240.html,506-240_Sarah_L1.jpg," 5' 4"" 230 lbs.",162.56,104.32616
137,https://height-weight-chart.com/506-250.html,506-250_Maggie_L1.jpg," 5' 4"" 240 lbs.",162.56,108.86208
138,https://height-weight-chart.com/506-260.html,506-260_Amanda_L1.jpg," 5' 4"" 250 lbs.",162.56,113.398
139,https://height-weight-chart.com/506-270.html,506-270_Nee_L1.jpg," 5' 4"" 260 lbs.",162.56,117.93392
140,https://height-weight-chart.com/506-280.html,506-280_Kelly_L1.jpg," 5' 4"" 320 lbs.",162.56,145.14944
141,https://height-weight-chart.com/506-300.html,506-300_keri_L1.jpg," 5' 4"" 90 lbs.",162.56,40.82328
142,https://height-weight-chart.com/506-330.html,506-330_Jacynta_L1.jpg," 5' 5"" 100 lbs.",165.1,45.3592
143,https://height-weight-chart.com/507-090.html,507-090_Dragonfly_L1.jpg," 5' 5"" 110 lbs.",165.1,49.89512
144,https://height-weight-chart.com/507-100.html,507-100_Morgan_L1.jpg," 5' 5"" 120 lbs.",165.1,54.43104
145,https://height-weight-chart.com/507-110.html,507-110_Lisa_L1.jpg," 5' 5"" 130 lbs.",165.1,58.96696
146,https://height-weight-chart.com/507-120.html,507-120_Tracey_L1.jpg," 5' 5"" 140 lbs.",165.1,63.50288
147,https://height-weight-chart.com/507-130.html,507-140_Kristen_L1.jpg," 5' 5"" 150 lbs.",165.1,68.0388
148,https://height-weight-chart.com/507-140.html,507-150_Kandis_L1.jpg," 5' 5"" 160 lbs.",165.1,72.57472
149,https://height-weight-chart.com/507-150.html,507-160_Chris_L2.jpg," 5' 5"" 170 lbs.",165.1,77.11064
150,https://height-weight-chart.com/507-160.html,507-170_Jackie_L1.jpg," 5' 5"" 180 lbs.",165.1,81.64656
151,https://height-weight-chart.com/507-170.html,507-170_Scott_L1.jpg," 5' 5"" 190 lbs.",165.1,86.18248
152,https://height-weight-chart.com/507-180.html,507-180_Caralyn_L1.jpg," 5' 5"" 200 lbs.",165.1,90.7184
153,https://height-weight-chart.com/507-190.html,507-190_Eddie_L1.jpg," 5' 5"" 210 lbs.",165.1,95.25432
154,https://height-weight-chart.com/507-200.html,507-200_Lisa_L1.jpg," 5' 5"" 220 lbs.",165.1,99.79024
155,https://height-weight-chart.com/507-210.html,507-210_Sarah_L1.jpg," 5' 5"" 230 lbs.",165.1,104.32616
156,https://height-weight-chart.com/507-220.html,507-220_Jillo_L1.jpg," 5' 5"" 240 lbs.",165.1,108.86208
157,https://height-weight-chart.com/507-230.html,507-230_KarenP_L1.jpg," 5' 5"" 250 lbs.",165.1,113.398
158,https://height-weight-chart.com/507-240.html,507-240_Zhenya_L1.jpg," 5' 5"" 260 lbs.",165.1,117.93392
159,https://height-weight-chart.com/507-250.html,507-250_Jennifer_L1.jpg," 5' 5"" 270 lbs.",165.1,122.46984
160,https://height-weight-chart.com/507-260.html,507-260_Beth_L1.jpg," 5' 5"" 300 lbs.",165.1,136.0776
161,https://height-weight-chart.com/507-270.html,507-270_Barb_L1.jpg," 5' 5"" 90 lbs.",165.1,40.82328
162,https://height-weight-chart.com/507-280.html,507-280_Dasha_L1.jpg," 5' 6"" 100 lbs.",167.64,45.3592
163,https://height-weight-chart.com/507-310.html,507-310_Jacinta_L1.jpg," 5' 6"" 110 lbs.",167.64,49.89512
164,https://height-weight-chart.com/507-320.html,507-320_Brandy_L1.jpg," 5' 6"" 120 lbs.",167.64,54.43104
165,https://height-weight-chart.com/507-370.html,507-370_Traci_L1.jpg," 5' 6"" 130 lbs.",167.64,58.96696
166,https://height-weight-chart.com/507-380.html,507-380_Lisa_L1.jpg," 5' 6"" 140 lbs.",167.64,63.50288
167,https://height-weight-chart.com/508-100.html,508-100_Jennifer_L1.jpg," 5' 6"" 150 lbs.",167.64,68.0388
168,https://height-weight-chart.com/508-110.html,508-110_Lindsay_L1.jpg," 5' 6"" 160 lbs.",167.64,72.57472
169,https://height-weight-chart.com/508-120.html,508-120_Tanya_L1.jpg," 5' 6"" 170 lbs.",167.64,77.11064
170,https://height-weight-chart.com/508-130.html,508-130_Nancy_L1.jpg," 5' 6"" 180 lbs.",167.64,81.64656
171,https://height-weight-chart.com/508-140.html,508-140_Spring_L1.jpg," 5' 6"" 190 lbs.",167.64,86.18248
172,https://height-weight-chart.com/508-150.html,508-150_Stacy_L1.jpg," 5' 6"" 200 lbs.",167.64,90.7184
173,https://height-weight-chart.com/508-160.html,508-160_Jimmy_L1.jpg," 5' 6"" 210 lbs.",167.64,95.25432
174,https://height-weight-chart.com/508-170.html,508-170_Natalie_L1.jpg," 5' 6"" 220 lbs.",167.64,99.79024
175,https://height-weight-chart.com/508-180.html,508-180_Dave_L1.jpg," 5' 6"" 230 lbs.",167.64,104.32616
176,https://height-weight-chart.com/508-190.html,508-190_Sam_L1.jpg," 5' 6"" 240 lbs.",167.64,108.86208
177,https://height-weight-chart.com/508-200.html,508-200_Julie_L1.jpg," 5' 6"" 250 lbs.",167.64,113.398
178,https://height-weight-chart.com/508-210.html,508-210_Carla_L1.jpg," 5' 6"" 260 lbs.",167.64,117.93392
179,https://height-weight-chart.com/508-220.html,508-220_Mark_L1.jpg," 5' 6"" 270 lbs.",167.64,122.46984
180,https://height-weight-chart.com/508-230.html,508-230_Christina_L1.jpg," 5' 6"" 280 lbs.",167.64,127.00576
181,https://height-weight-chart.com/508-240.html,508-240_Alexandra_L1.jpg," 5' 6"" 300 lbs.",167.64,136.0776
182,https://height-weight-chart.com/508-250.html,508-250_Amarachi_L1.jpg," 5' 6"" 330 lbs.",167.64,149.68536
183,https://height-weight-chart.com/508-260.html,508-260_raine_L1.jpg," 5' 6"" 90 lbs.",167.64,40.82328
184,https://height-weight-chart.com/508-270.html,508-270_AJ_L1.jpg," 5' 7"" 100 lbs.",170.18,45.3592
185,https://height-weight-chart.com/508-280.html,508-280_Elayne_L1.jpg," 5' 7"" 110 lbs.",170.18,49.89512
186,https://height-weight-chart.com/508-290.html,508-290_Sabrina_L1.jpg," 5' 7"" 120 lbs.",170.18,54.43104
187,https://height-weight-chart.com/508-300.html,508-300_Aimee_L1.jpg," 5' 7"" 130 lbs.",170.18,58.96696
188,https://height-weight-chart.com/508-330.html,508-330_Sabrina_L1.jpg," 5' 7"" 140 lbs.",170.18,63.50288
189,https://height-weight-chart.com/508-350.html,508-350_Matt_L1.jpg," 5' 7"" 150 lbs.",170.18,68.0388
190,https://height-weight-chart.com/508-390.html,508-390_Mariellen_L1.jpg," 5' 7"" 160 lbs.",170.18,72.57472
